# mean, investigation_time=50.0
lon,lat,PGA-0.1
141.06311,-7.82410,6.347307E-02
141.06319,-7.91403,6.063411E-02
141.06327,-8.00396,5.827808E-02
141.06335,-8.09389,5.636196E-02
141.06343,-8.18383,5.479150E-02
141.06351,-8.27376,5.353116E-02
141.06360,-8.36369,5.248561E-02
141.06368,-8.45362,5.159134E-02
141.06377,-8.54356,5.081865E-02
141.06385,-8.63349,5.015325E-02
141.06394,-8.72342,4.953038E-02
141.06403,-8.81335,4.890333E-02
141.06412,-8.90328,4.823617E-02
141.06421,-8.99322,4.746077E-02
141.06430,-9.08315,4.649011E-02
141.06439,-9.17308,4.521501E-02
141.06448,-9.26301,4.350200E-02
141.06458,-9.35294,4.120393E-02
141.06467,-9.44288,3.825903E-02
141.06477,-9.53281,3.475649E-02
141.06486,-9.62274,3.121776E-02
141.06496,-9.71267,2.801170E-02
141.06506,-9.80261,2.509233E-02
141.06516,-9.89254,2.255795E-02
141.06526,-9.98247,2.048070E-02
141.06536,-10.07240,1.865998E-02
141.06546,-10.16233,1.690745E-02
141.06557,-10.25227,1.540325E-02
141.06567,-10.34220,1.407280E-02
141.06577,-10.43213,1.267138E-02
141.06588,-10.52206,1.133031E-02
141.06599,-10.61199,1.012375E-02
141.06610,-10.70193,8.831321E-03
141.06621,-10.79186,7.623737E-03
141.06632,-10.88179,6.436349E-03
141.06643,-10.97172,5.307011E-03
141.06654,-11.06166,0.000000E+00
141.06665,-11.15159,0.000000E+00
141.06677,-11.24152,0.000000E+00
141.06688,-11.33145,0.000000E+00
141.06700,-11.42138,0.000000E+00
141.06711,-11.51132,0.000000E+00
141.06723,-11.60125,0.000000E+00
141.06735,-11.69118,0.000000E+00
141.06747,-11.78111,0.000000E+00
141.06759,-11.87105,0.000000E+00
141.06771,-11.96098,0.000000E+00
141.14966,-0.08993,1.189229E-01
141.14966,-0.17986,1.310591E-01
141.14967,-0.26980,1.388448E-01
141.14967,-0.35973,1.436568E-01
141.14967,-0.44966,1.462881E-01
141.14968,-0.53959,1.477968E-01
141.14969,-0.62953,1.492795E-01
141.14970,-0.71946,1.515105E-01
141.14971,-0.80939,1.550382E-01
141.14972,-0.89932,1.604735E-01
141.14973,-0.98925,1.684596E-01
141.14974,-1.07919,1.798153E-01
141.14975,-1.16912,1.957579E-01
141.14977,-1.25905,2.148408E-01
141.14979,-1.34898,2.370691E-01
141.14980,-1.43891,2.617411E-01
141.14982,-1.52885,2.877720E-01
141.14984,-1.61878,3.111669E-01
141.14986,-1.70871,3.365445E-01
141.14988,-1.79864,3.643854E-01
141.14991,-1.88858,3.955380E-01
141.14993,-1.97851,4.237924E-01
141.14995,-2.06844,4.566122E-01
141.14998,-2.15837,4.973132E-01
141.15001,-2.24830,5.432700E-01
141.15004,-2.33824,5.853975E-01
141.15006,-2.42817,6.449289E-01
141.15010,-2.51810,7.283604E-01
141.15013,-2.60803,7.827406E-01
141.15016,-2.69796,7.972493E-01
141.15019,-2.78790,8.080577E-01
141.15023,-2.87783,8.291341E-01
141.15026,-2.96776,8.399267E-01
141.15030,-3.05769,8.443270E-01
141.15034,-3.14763,8.399717E-01
141.15038,-3.23756,8.337461E-01
141.15042,-3.32749,8.034199E-01
141.15046,-3.41742,7.793596E-01
141.15050,-3.50735,7.741811E-01
141.15055,-3.59729,7.704798E-01
141.15059,-3.68722,7.611945E-01
141.15064,-3.77715,7.469263E-01
141.15069,-3.86708,7.362001E-01
141.15074,-3.95702,7.077005E-01
141.15078,-4.04695,6.843609E-01
141.15084,-4.13688,6.562362E-01
141.15089,-4.22681,6.410729E-01
141.15094,-4.31674,6.197228E-01
141.15099,-4.40668,5.991587E-01
141.15105,-4.49661,5.806939E-01
141.15111,-4.58654,5.657350E-01
141.15116,-4.67647,5.542706E-01
141.15122,-4.76640,5.430860E-01
141.15128,-4.85634,5.498237E-01
141.15134,-4.94627,5.593189E-01
141.15140,-5.03620,5.575974E-01
141.15147,-5.12613,5.553145E-01
141.15153,-5.21607,5.442933E-01
141.15160,-5.30600,5.339636E-01
141.15166,-5.39593,5.205162E-01
141.15173,-5.48586,5.023840E-01
141.15180,-5.57579,4.756677E-01
141.15187,-5.66573,4.380275E-01
141.15194,-5.75566,4.081053E-01
141.15201,-5.84559,3.731863E-01
141.15208,-5.93552,3.384154E-01
141.15216,-6.02545,3.094234E-01
141.15223,-6.11539,2.840659E-01
141.15231,-6.20532,2.577297E-01
141.15239,-6.29525,2.349122E-01
141.15247,-6.38518,2.148994E-01
141.15255,-6.47512,1.967074E-01
141.15263,-6.56505,1.802137E-01
141.15271,-6.65498,1.662495E-01
141.15279,-6.74491,1.540853E-01
141.15288,-6.83484,1.430915E-01
141.15297,-6.92478,1.326407E-01
141.15305,-7.01471,1.230884E-01
141.15314,-7.10464,1.142268E-01
141.15323,-7.19457,1.059763E-01
141.15332,-7.28451,9.811016E-02
141.15341,-7.37444,9.088298E-02
141.15350,-7.46437,8.440142E-02
141.15360,-7.55430,7.860186E-02
141.15369,-7.64423,7.349602E-02
141.15379,-7.73417,6.903640E-02
141.15389,-7.82410,6.524895E-02
141.15398,-7.91403,6.207627E-02
141.15408,-8.00396,5.947625E-02
141.15419,-8.09389,5.734679E-02
141.15429,-8.18383,5.561158E-02
141.15439,-8.27376,5.420953E-02
141.15449,-8.36369,5.307044E-02
141.15460,-8.45362,5.211863E-02
141.15471,-8.54356,5.128589E-02
141.15481,-8.63349,5.057761E-02
141.15492,-8.72342,4.992243E-02
141.15503,-8.81335,4.928035E-02
141.15514,-8.90328,4.861029E-02
141.15526,-8.99322,4.785681E-02
141.15537,-9.08315,4.694134E-02
141.15549,-9.17308,4.576164E-02
141.15560,-9.26301,4.419461E-02
141.15572,-9.35294,4.209537E-02
141.15584,-9.44288,3.935011E-02
141.15596,-9.53281,3.598033E-02
141.15608,-9.62274,3.236498E-02
141.15620,-9.71267,2.899228E-02
141.15632,-9.80261,2.597908E-02
141.15645,-9.89254,2.325324E-02
141.15657,-9.98247,2.101853E-02
141.15670,-10.07240,1.917165E-02
141.15683,-10.16233,1.731949E-02
141.15696,-10.25227,1.574946E-02
141.15709,-10.34220,1.438072E-02
141.15722,-10.43213,1.301705E-02
141.15735,-10.52206,1.164985E-02
141.15749,-10.61199,1.042218E-02
141.15762,-10.70193,9.174386E-03
141.15776,-10.79186,7.922755E-03
141.15789,-10.88179,6.768733E-03
141.15803,-10.97172,5.543444E-03
141.15817,-11.06166,0.000000E+00
141.15831,-11.15159,0.000000E+00
141.15846,-11.24152,0.000000E+00
141.15860,-11.33145,0.000000E+00
141.15875,-11.42138,0.000000E+00
141.15889,-11.51132,0.000000E+00
141.15904,-11.60125,0.000000E+00
141.15919,-11.69118,0.000000E+00
141.15934,-11.78111,0.000000E+00
141.15949,-11.87105,0.000000E+00
141.15964,-11.96098,0.000000E+00
141.23959,-0.08993,1.106867E-01
141.23960,-0.17986,1.217688E-01
141.23960,-0.26980,1.292839E-01
141.23960,-0.35973,1.343976E-01
141.23961,-0.44966,1.381411E-01
141.23962,-0.53959,1.411712E-01
141.23963,-0.62953,1.441373E-01
141.23964,-0.71946,1.473217E-01
141.23965,-0.80939,1.514879E-01
141.23966,-0.89932,1.574017E-01
141.23967,-0.98925,1.656673E-01
141.23969,-1.07919,1.770649E-01
141.23971,-1.16912,1.926661E-01
141.23972,-1.25905,2.119363E-01
141.23974,-1.34898,2.342424E-01
141.23976,-1.43891,2.602109E-01
141.23979,-1.52885,2.870365E-01
141.23981,-1.61878,3.102721E-01
141.23983,-1.70871,3.352973E-01
141.23986,-1.79864,3.628986E-01
141.23989,-1.88858,3.938501E-01
141.23991,-1.97851,4.220519E-01
141.23994,-2.06844,4.535437E-01
141.23998,-2.15837,4.918341E-01
141.24001,-2.24830,5.389972E-01
141.24004,-2.33824,5.856375E-01
141.24008,-2.42817,6.391771E-01
141.24011,-2.51810,7.105306E-01
141.24015,-2.60803,7.754507E-01
141.24019,-2.69796,8.042692E-01
141.24023,-2.78790,8.148192E-01
141.24027,-2.87783,8.289014E-01
141.24032,-2.96776,8.361707E-01
141.24036,-3.05769,8.416337E-01
141.24041,-3.14763,8.399544E-01
141.24046,-3.23756,8.381151E-01
141.24050,-3.32749,8.075657E-01
141.24055,-3.41742,7.800687E-01
141.24061,-3.50735,7.761390E-01
141.24066,-3.59729,7.746900E-01
141.24071,-3.68722,7.660757E-01
141.24077,-3.77715,7.574618E-01
141.24082,-3.86708,7.447806E-01
141.24088,-3.95702,7.194673E-01
141.24094,-4.04695,6.882538E-01
141.24100,-4.13688,6.678507E-01
141.24106,-4.22681,6.405883E-01
141.24113,-4.31674,6.244491E-01
141.24119,-4.40668,6.065702E-01
141.24126,-4.49661,5.872188E-01
141.24133,-4.58654,5.725262E-01
141.24140,-4.67647,5.623094E-01
141.24147,-4.76640,5.505562E-01
141.24154,-4.85634,5.510613E-01
141.24161,-4.94627,5.656094E-01
141.24168,-5.03620,5.660844E-01
141.24176,-5.12613,5.644506E-01
141.24184,-5.21607,5.659754E-01
141.24192,-5.30600,5.489474E-01
141.24199,-5.39593,5.318329E-01
141.24208,-5.48586,5.147953E-01
141.24216,-5.57579,4.930261E-01
141.24224,-5.66573,4.574848E-01
141.24233,-5.75566,4.241153E-01
