# mean, investigation_time=50.0
lon,lat,PGA-0.1
146.37160,-2.60803,4.192866E-01
146.37201,-2.69796,4.481989E-01
146.37244,-2.78790,4.861647E-01
146.37282,-10.61199,1.122972E-01
146.37288,-2.87783,5.524534E-01
146.37334,-2.96776,6.427024E-01
146.37380,-3.05769,6.838609E-01
146.37429,-3.14763,7.154804E-01
146.37449,-10.70193,1.064471E-01
146.37478,-3.23756,7.207775E-01
146.37529,-3.32749,7.248108E-01
146.37582,-3.41742,7.252893E-01
146.37618,-10.79186,9.912784E-02
146.37636,-3.50735,7.073322E-01
146.37691,-3.59729,6.528551E-01
146.37748,-3.68722,6.005601E-01
146.37789,-10.88179,9.087257E-02
146.37806,-3.77715,5.778020E-01
146.37866,-3.86708,5.684461E-01
146.37926,-3.95702,5.637584E-01
146.37961,-10.97172,8.262017E-02
146.37989,-4.04695,5.665472E-01
146.38053,-4.13688,5.820303E-01
146.38118,-4.22681,6.102820E-01
146.38135,-11.06166,7.462005E-02
146.38184,-4.31674,6.203865E-01
146.38252,-4.40668,6.457834E-01
146.38310,-11.15159,6.635579E-02
146.38322,-4.49661,6.783044E-01
146.38393,-4.58654,7.049666E-01
146.38465,-4.67647,7.339557E-01
146.38486,-11.24152,5.834975E-02
146.38539,-4.76640,7.577865E-01
146.38614,-4.85634,7.981856E-01
146.38664,-11.33145,5.049064E-02
146.38690,-4.94627,8.303658E-01
146.38768,-5.03620,8.558670E-01
146.38844,-11.42138,4.309395E-02
146.38848,-5.12613,8.961591E-01
146.38929,-5.21607,9.301119E-01
146.39011,-5.30600,9.652522E-01
146.39025,-11.51132,3.693224E-02
146.39094,-5.39593,9.874338E-01
146.39180,-5.48586,1.006713E+00
146.39208,-11.60125,3.164981E-02
146.39266,-5.57579,1.023762E+00
146.39354,-5.66573,1.034499E+00
146.39392,-11.69118,2.767180E-02
146.39443,-5.75566,1.042849E+00
146.39534,-5.84559,1.046750E+00
146.39578,-11.78111,2.428424E-02
146.39626,-5.93552,1.044593E+00
146.39720,-6.02545,1.043207E+00
146.39765,-11.87105,2.155688E-02
146.39815,-6.11539,1.038363E+00
146.39912,-6.20532,1.023193E+00
146.39954,-11.96098,1.936074E-02
146.40010,-6.29525,9.994685E-01
146.40109,-6.38518,9.673885E-01
146.40144,-12.05091,1.722442E-02
146.40210,-6.47512,9.328674E-01
146.40312,-6.56505,9.020670E-01
146.40416,-6.65498,8.756522E-01
146.40521,-6.74491,8.527750E-01
146.40628,-6.83484,8.311947E-01
146.40736,-6.92478,8.100450E-01
146.40845,-7.01471,7.871661E-01
146.40956,-7.10464,7.610435E-01
146.41069,-7.19457,7.360606E-01
146.41183,-7.28451,7.082785E-01
146.41298,-7.37444,6.892336E-01
146.41415,-7.46437,6.674568E-01
146.41533,-7.55430,6.460780E-01
146.41653,-7.64423,6.257043E-01
146.41774,-7.73417,5.999868E-01
146.41897,-7.82410,5.766298E-01
146.42021,-7.91403,5.529727E-01
146.42146,-8.00396,5.266415E-01
146.42273,-8.09389,5.016460E-01
146.42402,-8.18383,4.762613E-01
146.42532,-8.27376,4.524826E-01
146.42663,-8.36369,4.302536E-01
146.42796,-8.45362,4.090782E-01
146.42930,-8.54356,3.873644E-01
146.43066,-8.63349,3.632907E-01
146.43203,-8.72342,3.382070E-01
146.43342,-8.81335,3.160748E-01
146.43482,-8.90328,2.964977E-01
146.43624,-8.99322,2.782923E-01
146.43767,-9.08315,2.597429E-01
146.43912,-9.17308,2.426273E-01
146.44058,-9.26301,2.264930E-01
146.44206,-9.35294,2.111084E-01
146.44355,-9.44288,1.952854E-01
146.44506,-9.53281,1.795277E-01
146.44658,-9.62274,1.653994E-01
146.44812,-9.71267,1.531334E-01
146.44967,-9.80261,1.427793E-01
146.45124,-9.89254,1.342692E-01
146.45282,-9.98247,1.283895E-01
146.45442,-10.07240,1.248488E-01
146.45567,-0.08993,2.272516E-01
146.45569,-0.17986,2.600920E-01
146.45572,-0.26980,2.941438E-01
146.45577,-0.35973,3.131791E-01
146.45584,-0.44966,3.284380E-01
146.45591,-0.53959,3.437945E-01
146.45601,-0.62953,3.563476E-01
146.45603,-10.16233,1.232513E-01
146.45611,-0.71946,3.667241E-01
146.45623,-0.80939,3.723132E-01
146.45637,-0.89932,3.796451E-01
146.45652,-0.98925,3.888689E-01
146.45668,-1.07919,3.881254E-01
146.45686,-1.16912,3.908234E-01
146.45705,-1.25905,3.862069E-01
146.45725,-1.34898,3.791084E-01
146.45747,-1.43891,3.601631E-01
146.45765,-10.25227,1.226551E-01
146.45771,-1.52885,3.562876E-01
146.45796,-1.61878,3.520486E-01
146.45822,-1.70871,3.467187E-01
146.45850,-1.79864,3.421637E-01
146.45879,-1.88858,3.439869E-01
146.45909,-1.97851,3.518573E-01
146.45930,-10.34220,1.218653E-01
146.45941,-2.06844,3.569294E-01
146.45974,-2.15837,3.643837E-01
146.46009,-2.24830,3.758789E-01
146.46045,-2.33824,3.855884E-01
146.46083,-2.42817,3.952753E-01
146.46095,-10.43213,1.200817E-01
146.46122,-2.51810,4.055532E-01
146.46163,-2.60803,4.233522E-01
146.46205,-2.69796,4.564164E-01
146.46248,-2.78790,4.978713E-01
146.46263,-10.52206,1.169074E-01
146.46293,-2.87783,5.604167E-01
146.46339,-2.96776,6.564999E-01
146.46386,-3.05769,6.975676E-01
146.46431,-10.61199,1.122685E-01
146.46435,-3.14763,7.127095E-01
146.46486,-3.23756,7.286650E-01
146.46538,-3.32749,7.328824E-01
146.46591,-3.41742,7.308507E-01
146.46602,-10.70193,1.063466E-01
146.46646,-3.50735,7.080739E-01
146.46702,-3.59729,6.464283E-01
146.46760,-3.68722,5.995173E-01
146.46773,-10.79186,9.906071E-02
146.46819,-3.77715,5.712329E-01
146.46879,-3.86708,5.653559E-01
146.46941,-3.95702,5.605603E-01
146.46947,-10.88179,9.094560E-02
146.47005,-4.04695,5.729507E-01
146.47069,-4.13688,5.911441E-01
146.47122,-10.97172,8.285345E-02
146.47136,-4.22681,6.023697E-01
146.47203,-4.31674,6.185088E-01
146.47272,-4.40668,6.417687E-01
146.47298,-11.06166,7.506499E-02
146.47343,-4.49661,6.638964E-01
146.47415,-4.58654,7.012597E-01
146.47476,-11.15159,6.710297E-02
146.47488,-4.67647,7.255944E-01
146.47563,-4.76640,7.449874E-01
146.47639,-4.85634,7.851397E-01
146.47655,-11.24152,5.939465E-02
146.47717,-4.94627,8.210510E-01
146.47796,-5.03620,8.467067E-01
146.47836,-11.33145,5.179815E-02
146.47877,-5.12613,8.734674E-01
146.47959,-5.21607,9.069099E-01
146.48019,-11.42138,4.436133E-02
146.48043,-5.30600,9.417745E-01
146.48128,-5.39593,9.779794E-01
146.48203,-11.51132,3.801942E-02
146.48214,-5.48586,1.001098E+00
146.48302,-5.57579,1.017145E+00
146.48389,-11.60125,3.247764E-02
146.48391,-5.66573,1.027110E+00
146.48482,-5.75566,1.042427E+00
146.48574,-5.84559,1.046618E+00
146.48576,-11.69118,2.821483E-02
146.48668,-5.93552,1.049225E+00
146.48763,-6.02545,1.052115E+00
146.48764,-11.78111,2.470476E-02
146.48860,-6.11539,1.044768E+00
146.48955,-11.87105,2.184688E-02
146.48958,-6.20532,1.033643E+00
146.49058,-6.29525,1.011147E+00
146.49146,-11.96098,1.957185E-02
146.49159,-6.38518,9.838572E-01
146.49261,-6.47512,9.498543E-01
146.49340,-12.05091,1.741363E-02
146.49365,-6.56505,9.210167E-01
146.49470,-6.65498,8.924887E-01
146.49577,-6.74491,8.735901E-01
146.49685,-6.83484,8.484975E-01
146.49795,-6.92478,8.268865E-01
146.49907,-7.01471,8.027602E-01
146.50019,-7.10464,7.770262E-01
146.50133,-7.19457,7.491281E-01
146.50249,-7.28451,7.271748E-01
146.50366,-7.37444,7.048729E-01
146.50485,-7.46437,6.870015E-01
146.50605,-7.55430,6.628135E-01
146.50727,-7.64423,6.407833E-01
146.50850,-7.73417,6.143798E-01
146.50974,-7.82410,5.918971E-01
146.51100,-7.91403,5.690966E-01
146.51228,-8.00396,5.488687E-01
146.51357,-8.09389,5.223855E-01
146.51487,-8.18383,4.945259E-01
146.51619,-8.27376,4.696611E-01
146.51753,-8.36369,4.477678E-01
146.51888,-8.45362,4.266304E-01
146.52024,-8.54356,4.070636E-01
146.52162,-8.63349,3.868956E-01
146.52302,-8.72342,3.651594E-01
146.52443,-8.81335,3.450948E-01
146.52585,-8.90328,3.255656E-01
146.52729,-8.99322,3.060789E-01
146.52875,-9.08315,2.873581E-01
146.53022,-9.17308,2.685327E-01
146.53170,-9.26301,2.500627E-01
146.53320,-9.35294,2.323748E-01
146.53472,-9.44288,2.150766E-01
146.53625,-9.53281,1.975648E-01
146.53780,-9.62274,1.803800E-01
146.53936,-9.71267,1.655904E-01
146.54093,-9.80261,1.532151E-01
146.54253,-9.89254,1.431354E-01
146.54413,-9.98247,1.350165E-01
146.54560,-0.08993,2.282045E-01
146.54562,-0.17986,2.625722E-01
146.54566,-0.26980,2.961988E-01
146.54571,-0.35973,3.142397E-01
146.54576,-10.07240,1.294395E-01
146.54577,-0.44966,3.296797E-01
146.54585,-0.53959,3.409179E-01
146.54594,-0.62953,3.558141E-01
146.54605,-0.71946,3.664419E-01
146.54617,-0.80939,3.782642E-01
146.54631,-0.89932,3.856016E-01
146.54646,-0.98925,3.910794E-01
146.54663,-1.07919,3.896514E-01
146.54681,-1.16912,3.897395E-01
146.54700,-1.25905,3.915642E-01
146.54721,-1.34898,3.786925E-01
146.54739,-10.16233,1.259574E-01
146.54743,-1.43891,3.634783E-01
146.54767,-1.52885,3.494697E-01
146.54792,-1.61878,3.456290E-01
146.54819,-1.70871,3.431453E-01
146.54847,-1.79864,3.400921E-01
146.54877,-1.88858,3.421128E-01
146.54905,-10.25227,1.238233E-01
146.54908,-1.97851,3.441741E-01
146.54940,-2.06844,3.539002E-01
146.54974,-2.15837,3.617863E-01
146.55009,-2.24830,3.725317E-01
146.55046,-2.33824,3.842789E-01
146.55071,-10.34220,1.219083E-01
146.55084,-2.42817,3.962642E-01
146.55124,-2.51810,4.143128E-01
146.55165,-2.60803,4.363888E-01
146.55208,-2.69796,4.699560E-01
146.55240,-10.43213,1.193399E-01
146.55252,-2.78790,5.149508E-01
146.55297,-2.87783,5.738713E-01
146.55344,-2.96776,6.582518E-01
146.55392,-3.05769,7.000030E-01
146.55410,-10.52206,1.156857E-01
146.55442,-3.14763,7.158973E-01
146.55494,-3.23756,7.250330E-01
146.55546,-3.32749,7.298326E-01
146.55581,-10.61199,1.108387E-01
146.55600,-3.41742,7.184286E-01
146.55656,-3.50735,6.941335E-01
146.55713,-3.59729,6.202849E-01
146.55754,-10.70193,1.049126E-01
146.55772,-3.68722,5.831307E-01
146.55832,-3.77715,5.685004E-01
146.55893,-3.86708,5.637664E-01
146.55929,-10.79186,9.771003E-02
146.55956,-3.95702,5.622036E-01
146.56020,-4.04695,5.710677E-01
146.56086,-4.13688,5.855417E-01
146.56105,-10.88179,8.994313E-02
146.56153,-4.22681,6.034791E-01
146.56222,-4.31674,6.188403E-01
146.56282,-10.97172,8.222926E-02
146.56292,-4.40668,6.402235E-01
146.56364,-4.49661,6.585810E-01
146.56437,-4.58654,6.784280E-01
146.56462,-11.06166,7.481245E-02
146.56512,-4.67647,7.097705E-01
146.56588,-4.76640,7.372310E-01
146.56642,-11.15159,6.724693E-02
146.56665,-4.85634,7.739431E-01
146.56744,-4.94627,8.112610E-01
146.56825,-5.03620,8.356467E-01
146.56825,-11.24152,5.995723E-02
146.56906,-5.12613,8.677607E-01
146.56990,-5.21607,8.886640E-01
146.57008,-11.33145,5.274795E-02
146.57075,-5.30600,9.192270E-01
146.57161,-5.39593,9.589048E-01
146.57194,-11.42138,4.543774E-02
146.57249,-5.48586,9.887105E-01
146.57338,-5.57579,1.009580E+00
146.57381,-11.51132,3.896714E-02
146.57429,-5.66573,1.026014E+00
146.57521,-5.75566,1.041976E+00
146.57569,-11.60125,3.328270E-02
146.57615,-5.84559,1.050266E+00
146.57710,-5.93552,1.052031E+00
146.57759,-11.69118,2.873308E-02
146.57806,-6.02545,1.052616E+00
146.57905,-6.11539,1.046922E+00
146.57951,-11.78111,2.507267E-02
146.58004,-6.20532,1.036990E+00
146.58105,-6.29525,1.023954E+00
146.58144,-11.87105,2.208154E-02
146.58208,-6.38518,1.003754E+00
146.58312,-6.47512,9.725966E-01
146.58339,-11.96098,1.972596E-02
146.58417,-6.56505,9.391315E-01
146.58525,-6.65498,9.124473E-01
146.58536,-12.05091,1.754130E-02
146.58633,-6.74491,8.919960E-01
146.58734,-12.14084,1.564140E-02
146.58743,-6.83484,8.620007E-01
146.58855,-6.92478,8.387341E-01
146.58968,-7.01471,8.121471E-01
146.59082,-7.10464,7.926969E-01
146.59198,-7.19457,7.683135E-01
146.59316,-7.28451,7.426916E-01
146.59435,-7.37444,7.214710E-01
146.59555,-7.46437,7.019792E-01
146.59677,-7.55430,6.802367E-01
146.59801,-7.64423,6.585959E-01
146.59926,-7.73417,6.308988E-01
146.60052,-7.82410,6.116342E-01
146.60180,-7.91403,5.882617E-01
146.60310,-8.00396,5.665422E-01
146.60441,-8.09389,5.390902E-01
146.60573,-8.18383,5.129345E-01
146.60707,-8.27376,4.881430E-01
146.60843,-8.36369,4.655524E-01
146.60980,-8.45362,4.424677E-01
146.61119,-8.54356,4.224975E-01
146.61259,-8.63349,4.043612E-01
146.61400,-8.72342,3.852164E-01
146.61544,-8.81335,3.664004E-01
146.61688,-8.90328,3.492859E-01
146.61835,-8.99322,3.329471E-01
146.61982,-9.08315,3.158900E-01
146.62132,-9.17308,2.980463E-01
146.62282,-9.26301,2.766949E-01
146.62435,-9.35294,2.559362E-01
146.62589,-9.44288,2.360080E-01
146.62744,-9.53281,2.163141E-01
146.62901,-9.62274,1.972855E-01
146.63060,-9.71267,1.793898E-01
146.63220,-9.80261,1.644409E-01
146.63382,-9.89254,1.522355E-01
146.63545,-9.98247,1.423438E-01
146.63553,-0.08993,2.287943E-01
146.63555,-0.17986,2.648903E-01
146.63559,-0.26980,2.955717E-01
146.63564,-0.35973,3.153442E-01
146.63571,-0.44966,3.300090E-01
146.63579,-0.53959,3.431612E-01
146.63588,-0.62953,3.495346E-01
146.63599,-0.71946,3.685325E-01
146.63611,-0.80939,3.821070E-01
146.63625,-0.89932,3.894217E-01
146.63641,-0.98925,3.886105E-01
146.63658,-1.07919,3.907429E-01
146.63676,-1.16912,3.896048E-01
146.63696,-1.25905,3.851897E-01
146.63710,-10.07240,1.344207E-01
146.63717,-1.34898,3.794722E-01
146.63739,-1.43891,3.659209E-01
146.63764,-1.52885,3.514745E-01
146.63789,-1.61878,3.407164E-01
146.63816,-1.70871,3.398449E-01
146.63845,-1.79864,3.365811E-01
146.63875,-1.88858,3.412074E-01
146.63876,-10.16233,1.287797E-01
146.63906,-1.97851,3.439019E-01
146.63939,-2.06844,3.518285E-01
146.63974,-2.15837,3.618720E-01
146.64010,-2.24830,3.740747E-01
146.64044,-10.25227,1.247643E-01
146.64047,-2.33824,3.864279E-01
146.64086,-2.42817,4.019982E-01
146.64126,-2.51810,4.170513E-01
146.64168,-2.60803,4.367092E-01
146.64211,-2.69796,4.660717E-01
146.64213,-10.34220,1.214204E-01
146.64256,-2.78790,5.217655E-01
146.64302,-2.87783,5.869044E-01
146.64349,-2.96776,6.686396E-01
146.64384,-10.43213,1.178858E-01
146.64398,-3.05769,7.050705E-01
146.64449,-3.14763,7.179969E-01
146.64501,-3.23756,7.238819E-01
146.64555,-3.32749,7.253438E-01
146.64557,-10.52206,1.136321E-01
146.64610,-3.41742,7.150623E-01
146.64666,-3.50735,6.843129E-01
146.64724,-3.59729,6.143309E-01
146.64731,-10.61199,1.085316E-01
146.64783,-3.68722,5.795837E-01
146.64844,-3.77715,5.701293E-01
146.64907,-10.70193,1.026004E-01
146.64907,-3.86708,5.629575E-01
146.64971,-3.95702,5.634411E-01
146.65036,-4.04695,5.731734E-01
146.65084,-10.79186,9.553273E-02
146.65103,-4.13688,5.837871E-01
146.65171,-4.22681,5.945411E-01
146.65241,-4.31674,6.098970E-01
146.65263,-10.88179,8.824034E-02
146.65312,-4.40668,6.282857E-01
146.65385,-4.49661,6.500252E-01
146.65443,-10.97172,8.103284E-02
146.65459,-4.58654,6.736210E-01
146.65535,-4.67647,7.025187E-01
146.65612,-4.76640,7.244327E-01
146.65625,-11.06166,7.405780E-02
146.65691,-4.85634,7.552465E-01
146.65771,-4.94627,7.897175E-01
146.65809,-11.15159,6.697606E-02
146.65853,-5.03620,8.222796E-01
146.65936,-5.12613,8.509438E-01
146.65994,-11.24152,6.015604E-02
146.66020,-5.21607,8.748237E-01
146.66107,-5.30600,8.978404E-01
146.66180,-11.33145,5.336426E-02
146.66194,-5.39593,9.325874E-01
146.66283,-5.48586,9.720490E-01
146.66369,-11.42138,4.633678E-02
146.66374,-5.57579,9.991188E-01
146.66466,-5.66573,1.023079E+00
146.66559,-11.51132,3.984139E-02
146.66560,-5.75566,1.035012E+00
146.66655,-5.84559,1.046038E+00
146.66750,-11.60125,3.405187E-02
146.66752,-5.93552,1.051196E+00
146.66850,-6.02545,1.052424E+00
146.66943,-11.69118,2.926652E-02
146.66949,-6.11539,1.052287E+00
146.67050,-6.20532,1.045898E+00
146.67138,-11.78111,2.541245E-02
146.67153,-6.29525,1.032377E+00
146.67257,-6.38518,1.017097E+00
146.67334,-11.87105,2.227097E-02
146.67363,-6.47512,9.954625E-01
146.67470,-6.56505,9.562141E-01
146.67532,-11.96098,1.982686E-02
146.67579,-6.65498,9.285149E-01
146.67689,-6.74491,9.064567E-01
146.67732,-12.05091,1.760755E-02
146.67801,-6.83484,8.785812E-01
146.67914,-6.92478,8.531865E-01
146.67933,-12.14084,1.567580E-02
146.68029,-7.01471,8.316511E-01
146.68145,-7.10464,8.084293E-01
146.68263,-7.19457,7.832670E-01
146.68382,-7.28451,7.545238E-01
146.68503,-7.37444,7.328010E-01
146.68625,-7.46437,7.106477E-01
146.68749,-7.55430,6.975882E-01
146.68874,-7.64423,6.788437E-01
146.69001,-7.73417,6.467438E-01
146.69130,-7.82410,6.274530E-01
146.69260,-7.91403,6.027616E-01
146.69391,-8.00396,5.793878E-01
146.69524,-8.09389,5.590161E-01
146.69659,-8.18383,5.280104E-01
146.69795,-8.27376,5.032996E-01
146.69933,-8.36369,4.817779E-01
146.70072,-8.45362,4.577005E-01
146.70213,-8.54356,4.360385E-01
146.70355,-8.63349,4.176765E-01
146.70499,-8.72342,4.010111E-01
146.70644,-8.81335,3.836697E-01
146.70791,-8.90328,3.673970E-01
146.70940,-8.99322,3.523915E-01
146.71090,-9.08315,3.377619E-01
146.71241,-9.17308,3.225115E-01
146.71395,-9.26301,3.044603E-01
146.71549,-9.35294,2.830803E-01
146.71706,-9.44288,2.585595E-01
146.71863,-9.53281,2.358878E-01
146.72023,-9.62274,2.146987E-01
146.72184,-9.71267,1.949251E-01
146.72346,-9.80261,1.769992E-01
146.72511,-9.89254,1.622414E-01
146.72546,-0.08993,2.267327E-01
146.72548,-0.17986,2.621905E-01
146.72552,-0.26980,2.921161E-01
146.72557,-0.35973,3.145652E-01
146.72564,-0.44966,3.296983E-01
146.72572,-0.53959,3.432945E-01
146.72582,-0.62953,3.563333E-01
146.72593,-0.71946,3.611749E-01
146.72606,-0.80939,3.684832E-01
146.72620,-0.89932,3.803464E-01
146.72635,-0.98925,3.880873E-01
146.72652,-1.07919,3.884670E-01
146.72671,-1.16912,3.873550E-01
146.72676,-9.98247,1.502508E-01
146.72691,-1.25905,3.761660E-01
146.72713,-1.34898,3.714946E-01
146.72736,-1.43891,3.615555E-01
146.72760,-1.52885,3.508614E-01
146.72786,-1.61878,3.410113E-01
146.72814,-1.70871,3.321797E-01
146.72842,-1.79864,3.364253E-01
146.72844,-10.07240,1.403030E-01
146.72873,-1.88858,3.353149E-01
146.72905,-1.97851,3.412806E-01
146.72938,-2.06844,3.492966E-01
146.72973,-2.15837,3.589894E-01
146.73010,-2.24830,3.710220E-01
146.73012,-10.16233,1.322751E-01
146.73048,-2.33824,3.880693E-01
146.73087,-2.42817,3.998934E-01
146.73128,-2.51810,4.273046E-01
146.73170,-2.60803,4.483878E-01
146.73183,-10.25227,1.261226E-01
146.73214,-2.69796,4.724199E-01
146.73259,-2.78790,5.201310E-01
146.73306,-2.87783,6.023011E-01
146.73355,-2.96776,6.762791E-01
146.73355,-10.34220,1.211211E-01
146.73405,-3.05769,7.097267E-01
146.73456,-3.14763,7.244717E-01
146.73509,-3.23756,7.207147E-01
146.73529,-10.43213,1.164138E-01
146.73563,-3.32749,7.291286E-01
146.73619,-3.41742,7.148365E-01
146.73676,-3.50735,6.701590E-01
146.73704,-10.52206,1.114419E-01
146.73735,-3.59729,6.047152E-01
146.73795,-3.68722,5.669475E-01
146.73857,-3.77715,5.583834E-01
146.73881,-10.61199,1.059942E-01
146.73920,-3.86708,5.613161E-01
146.73985,-3.95702,5.608687E-01
146.74052,-4.04695,5.667537E-01
146.74059,-10.70193,9.983590E-02
146.74119,-4.13688,5.734069E-01
146.74189,-4.22681,5.876616E-01
146.74239,-10.79186,9.309898E-02
146.74260,-4.31674,6.034675E-01
146.74332,-4.40668,6.224088E-01
146.74406,-4.49661,6.428819E-01
146.74420,-10.88179,8.627891E-02
146.74481,-4.58654,6.617610E-01
146.74558,-4.67647,6.933419E-01
146.74604,-10.97172,7.956222E-02
146.74636,-4.76640,7.202303E-01
146.74716,-4.85634,7.487003E-01
146.74788,-11.06166,7.303124E-02
146.74798,-4.94627,7.807269E-01
146.74881,-5.03620,8.103732E-01
146.74965,-5.12613,8.349599E-01
146.74975,-11.15159,6.645759E-02
146.75051,-5.21607,8.577094E-01
146.75138,-5.30600,8.850061E-01
146.75163,-11.24152,6.012086E-02
146.75227,-5.39593,9.135487E-01
146.75318,-5.48586,9.496779E-01
146.75352,-11.33145,5.376265E-02
146.75410,-5.57579,9.799720E-01
146.75503,-5.66573,1.008862E+00
146.75544,-11.42138,4.709009E-02
146.75599,-5.75566,1.028723E+00
146.75695,-5.84559,1.040610E+00
146.75736,-11.51132,4.065731E-02
146.75793,-5.93552,1.049739E+00
146.75893,-6.02545,1.053389E+00
146.75931,-11.60125,3.481216E-02
146.75994,-6.11539,1.052740E+00
146.76097,-6.20532,1.050591E+00
146.76127,-11.69118,2.981430E-02
146.76201,-6.29525,1.042661E+00
146.76307,-6.38518,1.029936E+00
146.76325,-11.78111,2.576447E-02
146.76414,-6.47512,1.009982E+00
146.76523,-6.56505,9.809985E-01
146.76524,-11.87105,2.242555E-02
146.76633,-6.65498,9.474911E-01
146.76725,-11.96098,1.988420E-02
146.76745,-6.74491,9.214150E-01
146.76858,-6.83484,8.952401E-01
146.76927,-12.05091,1.761437E-02
146.76973,-6.92478,8.668052E-01
146.77090,-7.01471,8.377376E-01
146.77132,-12.14084,1.565738E-02
146.77208,-7.10464,8.189822E-01
146.77327,-7.19457,7.959306E-01
146.77448,-7.28451,7.734693E-01
146.77571,-7.37444,7.479490E-01
146.77695,-7.46437,7.208924E-01
146.77821,-7.55430,7.126877E-01
146.77948,-7.64423,6.909329E-01
146.78077,-7.73417,6.635845E-01
146.78207,-7.82410,6.406758E-01
146.78339,-7.91403,6.129592E-01
146.78473,-8.00396,5.926932E-01
146.78608,-8.09389,5.689013E-01
146.78745,-8.18383,5.436186E-01
146.78883,-8.27376,5.195623E-01
146.79023,-8.36369,4.945550E-01
146.79164,-8.45362,4.701592E-01
146.79307,-8.54356,4.477004E-01
146.79451,-8.63349,4.300036E-01
146.79597,-8.72342,4.133291E-01
146.79745,-8.81335,3.982380E-01
146.79894,-8.90328,3.823819E-01
146.80045,-8.99322,3.679085E-01
146.80197,-9.08315,3.543899E-01
146.80351,-9.17308,3.405607E-01
146.80507,-9.26301,3.251986E-01
146.80664,-9.35294,3.074246E-01
146.80822,-9.44288,2.837629E-01
146.80983,-9.53281,2.567152E-01
146.81144,-9.62274,2.328413E-01
146.81308,-9.71267,2.114511E-01
146.81473,-9.80261,1.913607E-01
146.81539,-0.08993,2.229419E-01
146.81542,-0.17986,2.577567E-01
146.81545,-0.26980,2.881561E-01
146.81551,-0.35973,3.067820E-01
146.81558,-0.44966,3.209114E-01
146.81566,-0.53959,3.337156E-01
146.81576,-0.62953,3.431500E-01
146.81587,-0.71946,3.569990E-01
146.81600,-0.80939,3.686218E-01
146.81614,-0.89932,3.693896E-01
146.81630,-0.98925,3.814254E-01
146.81639,-9.89254,1.737364E-01
146.81647,-1.07919,3.733505E-01
146.81666,-1.16912,3.668869E-01
146.81686,-1.25905,3.637075E-01
146.81708,-1.34898,3.577127E-01
146.81732,-1.43891,3.484364E-01
146.81756,-1.52885,3.403520E-01
146.81783,-1.61878,3.341817E-01
146.81808,-9.98247,1.591994E-01
146.81811,-1.70871,3.320371E-01
146.81840,-1.79864,3.265357E-01
146.81871,-1.88858,3.350549E-01
146.81903,-1.97851,3.385366E-01
146.81937,-2.06844,3.458885E-01
146.81973,-2.15837,3.538575E-01
146.81978,-10.07240,1.473225E-01
146.82010,-2.24830,3.684315E-01
146.82048,-2.33824,3.823325E-01
146.82088,-2.42817,4.054555E-01
146.82130,-2.51810,4.230939E-01
146.82149,-10.16233,1.369466E-01
146.82173,-2.60803,4.571095E-01
146.82217,-2.69796,4.874063E-01
146.82263,-2.78790,5.303880E-01
146.82311,-2.87783,6.098578E-01
146.82322,-10.25227,1.285262E-01
146.82360,-2.96776,6.837808E-01
146.82411,-3.05769,7.241633E-01
146.82463,-3.14763,7.213069E-01
146.82497,-10.34220,1.216512E-01
146.82516,-3.23756,7.303569E-01
146.82571,-3.32749,7.135136E-01
146.82628,-3.41742,7.132329E-01
146.82673,-10.43213,1.155931E-01
146.82686,-3.50735,6.619422E-01
146.82746,-3.59729,5.947346E-01
146.82807,-3.68722,5.609041E-01
146.82851,-10.52206,1.097606E-01
146.82870,-3.77715,5.551822E-01
146.82934,-3.86708,5.613188E-01
146.83000,-3.95702,5.531483E-01
146.83030,-10.61199,1.038454E-01
146.83067,-4.04695,5.614056E-01
146.83136,-4.13688,5.630930E-01
146.83207,-4.22681,5.811525E-01
146.83211,-10.70193,9.741305E-02
146.83278,-4.31674,5.949727E-01
146.83352,-4.40668,6.142908E-01
146.83394,-10.79186,9.090041E-02
146.83427,-4.49661,6.235306E-01
146.83503,-4.58654,6.471710E-01
146.83578,-10.88179,8.445122E-02
146.83581,-4.67647,6.715204E-01
146.83661,-4.76640,7.042197E-01
146.83742,-4.85634,7.340732E-01
146.83764,-10.97172,7.816254E-02
146.83825,-4.94627,7.645605E-01
146.83909,-5.03620,7.975710E-01
146.83952,-11.06166,7.199800E-02
146.83994,-5.12613,8.227759E-01
146.84082,-5.21607,8.413471E-01
146.84141,-11.15159,6.591008E-02
146.84170,-5.30600,8.676371E-01
146.84261,-5.39593,8.966185E-01
146.84332,-11.24152,5.998916E-02
146.84353,-5.48586,9.325026E-01
146.84446,-5.57579,9.680807E-01
146.84524,-11.33145,5.405338E-02
146.84541,-5.66573,9.956873E-01
146.84637,-5.75566,1.021423E+00
146.84719,-11.42138,4.773591E-02
146.84735,-5.84559,1.035367E+00
146.84835,-5.93552,1.046304E+00
146.84914,-11.51132,4.144811E-02
146.84936,-6.02545,1.053812E+00
146.85039,-6.11539,1.051027E+00
146.85112,-11.60125,3.556160E-02
146.85143,-6.20532,1.051974E+00
146.85249,-6.29525,1.046763E+00
146.85311,-11.69118,3.037777E-02
146.85356,-6.38518,1.038077E+00
146.85465,-6.47512,1.021885E+00
146.85511,-11.78111,2.614306E-02
146.85575,-6.56505,9.998786E-01
146.85687,-6.65498,9.686396E-01
146.85714,-11.87105,2.257018E-02
146.85801,-6.74491,9.388084E-01
